userType,age,gender,educationLevel,occupation,income_month_1,income_month_2,income_month_3,income_month_4,income_month_5,income_month_6,rentPayment,utility1Payment,utility2Payment,gpa,collegeScore,cosignerIncome,scholarship,creditScore
student,25,other,bachelors,student,0.0,0.0,0.0,2191.94,0.0,0.0,late,late,on-time,9.35,50,0.0,0,74
working,26,other,high-school,clerk,56546.99,44365.65,82135.37,90158.72,41533.16,68617.17,on-time,on-time,on-time,,,,,73
working,42,male,bachelors,manager,87262.11,44340.82,54660.29,103778.97,94810.67,63152.61,on-time,on-time,on-time,,,,,83
student,25,female,bachelors,student,2635.4,0.0,0.0,0.0,0.0,0.0,late,late,na,6.29,91,127792.96,0,72
student,30,male,high-school,student,0.0,94.09,1961.8,3654.52,0.0,0.0,na,late,on-time,8.83,62,0.0,0,74
student,27,female,other,student,4974.77,3160.59,0.0,0.0,175.65,0.0,late,on-time,late,5.52,47,0.0,0,62
student,18,male,bachelors,student,0.0,0.0,0.0,1515.4,0.0,0.0,late,na,on-time,6.55,63,0.0,1,69
student,28,other,bachelors,student,4633.4,0.0,0.0,0.0,0.0,0.0,on-time,on-time,late,5.64,67,0.0,0,57
student,20,female,bachelors,student,4162.08,0.0,0.0,4159.27,0.0,2701.88,na,on-time,on-time,7.85,93,0.0,1,83
student,26,female,bachelors,student,0.0,0.0,0.0,3072.8,2068.4,651.46,na,late,na,6.59,48,0.0,0,62
student,27,male,other,student,574.23,0.0,2319.11,0.0,2796.9,0.0,late,on-time,on-time,5.1,94,0.0,0,63
student,26,male,other,student,1544.46,468.11,487.61,0.0,2177.98,0.0,on-time,on-time,on-time,6.58,90,41485.1,0,70
student,29,male,bachelors,student,0.0,0.0,0.0,3882.58,3880.78,0.0,na,on-time,on-time,7.75,86,64249.3,0,88
working,24,other,bachelors,sales,88187.75,54115.12,75478.89,61697.7,37848.6,59336.1,on-time,late,on-time,,,,,64
working,55,other,bachelors,manager,116462.2,38307.52,16421.71,74670.01,84698.43,103337.11,on-time,on-time,on-time,,,,,82
working,57,female,masters,software engineer,25391.25,83693.76,16925.81,116293.06,106906.8,30886.44,on-time,late,on-time,,,,,66
student,20,other,bachelors,student,0.0,4292.12,718.46,3517.46,0.0,0.0,na,late,late,5.47,88,32933.74,0,67
working,24,female,phd,software engineer,110297.98,78410.58,47732.35,44660.99,102782.29,21108.97,on-time,on-time,on-time,,,,,87
working,60,male,phd,teacher,53322.72,105511.76,97244.44,112237.02,115984.72,30030.46,on-time,on-time,on-time,,,,,84
student,24,male,bachelors,student,0.0,0.0,3235.86,0.0,0.0,0.0,late,late,na,6.02,62,0.0,0,62
working,48,female,bachelors,analyst,26598.06,43589.52,105748.84,117856.68,82937.76,46254.68,on-time,on-time,on-time,,,,,81
working,41,other,bachelors,analyst,47111.18,31353.41,115183.95,76849.7,35724.71,63306.32,on-time,on-time,on-time,,,,,77
working,47,male,masters,sales,37938.83,17998.96,61925.13,56003.04,53660.63,93289.26,late,on-time,na,,,,,68
student,22,other,bachelors,student,0.0,1404.07,0.0,0.0,2610.48,948.37,on-time,na,late,9.39,85,65136.61,0,83
working,34,male,bachelors,analyst,80909.43,101231.51,100538.06,101794.42,77631.72,59146.8,on-time,on-time,on-time,,,,,86
student,25,male,bachelors,student,0.0,0.0,0.0,1653.85,0.0,1207.42,on-time,late,on-time,5.79,42,0.0,0,53
student,25,male,masters,student,1106.26,0.0,1240.88,0.0,536.77,4559.88,on-time,late,na,9.52,81,0.0,0,90
working,53,female,bachelors,analyst,62476.95,41746.5,67925.13,113950.31,98909.49,22075.98,on-time,on-time,on-time,,,,,75
student,29,other,bachelors,student,0.0,0.0,0.0,1795.3,0.0,0.0,late,na,late,8.82,91,0.0,0,82
student,21,other,bachelors,student,0.0,1820.19,0.0,0.0,836.21,2510.21,late,late,late,9.09,67,0.0,1,87
working,48,male,bachelors,software engineer,105704.7,95571.41,60313.86,72157.45,53672.37,84547.92,on-time,on-time,on-time,,,,,80
student,27,male,bachelors,student,2482.51,0.0,0.0,2814.11,2060.64,0.0,na,na,late,9.26,82,0.0,0,86
student,28,other,bachelors,student,4520.39,0.0,0.0,3073.1,85.17,921.44,on-time,na,on-time,8.0,66,0.0,0,62
student,28,female,high-school,student,3112.15,4893.42,0.0,4480.8,0.0,0.0,na,na,na,8.18,68,0.0,0,74
student,29,male,bachelors,student,1744.13,0.0,0.0,2106.29,766.33,0.0,on-time,late,na,5.9,52,0.0,0,66
working,35,other,high-school,analyst,19787.8,73931.45,65211.79,31555.16,20714.59,37663.4,na,na,on-time,,,,,70
working,30,male,bachelors,software engineer,50391.26,27826.2,102864.15,43734.87,48228.43,111635.44,on-time,on-time,on-time,,,,,80
working,51,other,masters,teacher,114532.2,101877.67,15918.35,105119.81,68422.78,60701.46,on-time,on-time,on-time,,,,,95
student,27,female,bachelors,student,0.0,0.0,132.27,3475.12,0.0,0.0,on-time,on-time,na,8.67,45,135703.76,0,74
student,19,male,bachelors,student,204.44,0.0,0.0,0.0,4926.86,0.0,na,na,late,6.08,57,0.0,0,54
working,48,male,high-school,sales,60082.56,79438.85,103929.76,93208.42,56462.91,11684.4,on-time,late,late,,,,,50
working,60,female,bachelors,analyst,66364.82,89388.67,104602.16,105288.75,53685.47,108255.1,on-time,on-time,on-time,,,,,84
student,30,male,bachelors,student,0.0,0.0,365.72,0.0,72.74,3667.35,late,na,on-time,9.2,71,0.0,0,76
working,39,other,masters,sales,39066.21,25247.3,88509.41,58039.98,88902.79,48088.71,on-time,late,on-time,,,,,71
student,28,male,bachelors,student,0.0,0.0,277.38,2027.02,0.0,3798.33,on-time,late,na,9.74,80,0.0,0,81
working,39,female,bachelors,software engineer,60723.44,111365.76,53294.76,108563.29,106809.3,20084.75,on-time,on-time,on-time,,,,,74
working,51,other,bachelors,analyst,104053.4,56242.6,88288.25,86071.71,119774.36,54920.87,on-time,on-time,on-time,,,,,81
working,25,female,bachelors,sales,37099.88,64652.06,24039.93,30951.56,50439.5,42413.59,on-time,late,on-time,,,,,60
student,28,male,bachelors,student,4595.18,0.0,358.07,0.0,753.17,0.0,late,on-time,on-time,8.13,58,0.0,0,60
student,29,female,bachelors,student,409.97,91.74,0.0,0.0,0.0,0.0,on-time,late,on-time,6.01,62,36720.79,0,58
student,23,other,bachelors,student,205.7,0.0,0.0,0.0,4518.47,0.0,late,late,na,5.37,66,83203.58,0,58
working,37,male,bachelors,analyst,61453.03,119441.45,67880.41,17267.53,111147.79,38264.52,on-time,on-time,on-time,,,,,81
working,54,male,masters,technician,92365.84,108430.48,115769.4,90412.02,23978.64,116460.36,on-time,on-time,on-time,,,,,87
working,33,male,bachelors,clerk,91536.36,31123.08,99839.7,41037.17,37826.43,36825.36,na,on-time,on-time,,,,,71
working,55,other,high-school,sales,95290.53,84943.3,13364.38,73136.35,81500.37,59809.02,on-time,on-time,on-time,,,,,77
student,26,female,bachelors,student,0.0,0.0,0.0,954.08,0.0,1701.73,na,late,late,9.79,42,0.0,0,66
working,35,other,bachelors,software engineer,66798.45,39385.51,113919.43,76587.94,35685.8,40116.01,on-time,on-time,late,,,,,68
working,30,other,masters,sales,75206.12,105600.19,92731.08,113012.38,62849.63,107727.9,on-time,on-time,on-time,,,,,82
working,41,female,masters,clerk,54436.31,74361.66,113142.18,117648.27,80204.67,50553.93,on-time,on-time,late,,,,,64
working,58,other,bachelors,analyst,16314.44,40873.92,67971.79,90385.9,78203.01,59346.45,on-time,on-time,on-time,,,,,86
working,36,female,bachelors,sales,101186.43,110782.75,31773.65,48922.19,71506.16,49099.54,late,on-time,on-time,,,,,66
student,23,other,bachelors,student,2355.79,4676.13,0.0,0.0,0.0,0.0,late,on-time,na,7.67,41,0.0,0,62
working,42,male,other,manager,75209.85,15644.02,36128.27,57071.62,53849.36,18570.13,na,on-time,na,,,,,63
student,19,female,bachelors,student,1759.94,2266.19,2877.08,2449.44,0.0,0.0,na,na,late,6.69,65,0.0,0,65
working,50,other,bachelors,manager,117551.13,51841.08,90887.44,111210.51,41310.78,119831.54,on-time,on-time,on-time,,,,,82
working,23,other,bachelors,sales,99605.53,63222.25,27625.5,42350.35,89952.17,108549.92,on-time,on-time,on-time,,,,,81
student,19,other,masters,student,0.0,0.0,2072.91,707.46,1713.0,0.0,on-time,on-time,on-time,9.94,41,0.0,0,68
working,45,male,masters,teacher,43290.16,61354.17,102743.33,103580.03,17836.42,116009.17,late,on-time,on-time,,,,,67
student,26,other,bachelors,student,2197.65,4685.88,0.0,0.0,0.0,0.0,late,on-time,late,9.96,67,135701.46,0,80
working,55,male,bachelors,manager,86916.63,34476.79,58950.39,21376.33,102133.55,70597.49,on-time,on-time,on-time,,,,,82
working,50,other,masters,technician,34507.45,88520.03,34344.79,58153.41,74858.33,71870.46,on-time,on-time,on-time,,,,,70
working,51,other,bachelors,manager,76136.58,13177.58,115563.25,73778.69,47181.66,69038.56,on-time,late,on-time,,,,,70
student,27,female,bachelors,student,0.0,3719.24,0.0,0.0,0.0,0.0,on-time,na,na,7.94,87,0.0,0,77
working,40,female,bachelors,software engineer,106582.36,114012.52,92046.33,13149.93,112235.1,20481.45,on-time,on-time,on-time,,,,,80
student,29,other,bachelors,student,1137.58,1490.24,0.0,290.41,0.0,0.0,na,late,na,9.31,63,0.0,0,83
student,17,other,bachelors,student,0.0,0.0,0.0,0.0,0.0,0.0,late,on-time,on-time,6.48,69,0.0,1,74
working,57,other,bachelors,technician,77487.58,114504.82,62727.27,57331.21,78646.26,70141.05,on-time,on-time,on-time,,,,,85
student,24,female,bachelors,student,0.0,0.0,0.0,0.0,2226.45,0.0,late,on-time,late,5.06,86,0.0,0,58
working,49,female,masters,manager,58758.66,118047.08,16730.52,72883.75,62313.7,114678.0,on-time,on-time,on-time,,,,,90
working,53,female,bachelors,software engineer,31897.59,45480.02,66557.47,111860.93,91654.91,117806.34,on-time,on-time,on-time,,,,,83
working,32,female,bachelors,technician,89221.36,96938.37,117396.17,95859.63,15923.85,37097.92,on-time,on-time,on-time,,,,,83
student,21,female,bachelors,student,0.0,0.0,0.0,3601.68,0.0,2561.99,on-time,na,on-time,6.86,89,9225.61,1,77
student,19,female,bachelors,student,0.0,457.5,0.0,3236.75,0.0,0.0,na,late,late,5.27,88,0.0,1,77
student,20,other,bachelors,student,0.0,784.47,0.0,0.0,1412.39,668.35,on-time,on-time,late,7.76,72,8432.0,0,81
student,27,female,high-school,student,0.0,2332.68,464.86,1073.25,0.0,0.0,on-time,na,na,9.16,70,0.0,0,71
student,18,other,bachelors,student,535.15,42.4,0.0,1020.17,2805.64,0.0,na,na,late,6.8,52,46870.5,0,65
working,43,female,bachelors,sales,24513.13,32501.61,48258.07,114664.46,55606.75,73334.47,late,late,on-time,,,,,53
student,29,female,other,student,0.0,3496.43,0.0,0.0,2160.48,0.0,na,late,on-time,8.57,50,0.0,1,67
student,26,female,bachelors,student,0.0,4752.06,1429.94,2742.98,1802.18,0.0,on-time,on-time,late,7.15,63,105412.96,1,75
working,29,other,masters,clerk,108305.01,112410.04,47859.03,98930.03,54900.97,12444.64,on-time,on-time,on-time,,,,,85
student,19,female,bachelors,student,0.0,0.0,0.0,2006.49,0.0,0.0,on-time,late,late,6.0,57,0.0,0,57
student,26,male,other,student,1278.13,2633.35,1170.56,0.0,0.0,4185.22,late,na,na,9.14,40,0.0,0,69
student,22,male,bachelors,student,4182.23,0.0,0.0,1221.24,0.0,0.0,na,late,late,6.79,68,0.0,0,62
working,28,female,masters,technician,10673.84,66270.67,25365.63,105238.45,20526.25,20078.64,on-time,on-time,na,,,,,72
student,25,male,bachelors,student,4332.97,0.0,0.0,0.0,2916.74,2412.04,late,na,late,7.9,62,0.0,0,65
working,22,other,masters,clerk,96591.26,23089.56,91662.96,115719.89,109020.62,95619.87,on-time,on-time,on-time,,,,,89
working,50,male,bachelors,software engineer,56250.1,105186.21,36988.32,62573.73,107768.29,115979.26,on-time,on-time,on-time,,,,,70
working,23,other,bachelors,manager,117897.09,28532.13,67163.25,56829.48,74384.42,35471.22,on-time,on-time,on-time,,,,,84
student,29,female,other,student,4564.95,0.0,2857.18,0.0,0.0,0.0,on-time,na,late,7.19,95,76217.25,0,81
working,32,female,bachelors,teacher,114907.59,99433.82,91454.69,117598.73,91936.26,66602.4,on-time,on-time,on-time,,,,,89
student,19,other,bachelors,student,0.0,1179.8,0.0,0.0,1456.42,0.0,on-time,late,on-time,5.66,82,0.0,0,57
student,17,female,bachelors,student,0.0,3677.69,0.0,0.0,0.0,0.0,on-time,na,na,6.91,87,0.0,0,67
student,18,other,bachelors,student,0.0,776.42,0.0,0.0,0.0,0.0,na,late,late,7.53,72,0.0,0,67
student,28,male,bachelors,student,0.0,807.59,1302.96,4379.72,0.0,2883.34,na,on-time,on-time,6.45,53,0.0,0,61
student,18,other,bachelors,student,0.0,2286.3,0.0,2025.4,0.0,2686.43,na,on-time,late,6.49,95,0.0,0,68
student,23,female,bachelors,student,0.0,2618.97,3888.05,3001.08,0.0,0.0,late,na,on-time,8.99,73,0.0,0,78
student,26,female,bachelors,student,0.0,0.0,0.0,0.0,0.0,1988.75,on-time,on-time,na,5.92,66,58556.23,0,71
student,23,female,bachelors,student,0.0,3963.83,1814.75,0.0,0.0,0.0,late,late,na,9.35,51,29310.01,1,84
working,30,female,masters,technician,26680.18,105790.43,91641.97,109080.13,45339.24,107433.32,on-time,on-time,on-time,,,,,87
working,55,other,bachelors,software engineer,73707.89,22141.08,80978.69,81503.63,39485.0,21063.49,on-time,on-time,on-time,,,,,75
working,39,male,bachelors,manager,84460.17,115688.04,28609.11,94891.98,79055.95,97324.63,on-time,on-time,on-time,,,,,83
student,29,male,other,student,0.0,0.0,0.0,0.0,0.0,0.0,on-time,na,on-time,5.5,71,0.0,0,47
working,51,male,bachelors,analyst,45790.1,24015.06,94115.0,83789.66,79729.01,79351.74,on-time,on-time,on-time,,,,,77
student,24,other,bachelors,student,2773.07,3252.11,4553.33,0.0,4410.61,2587.41,on-time,late,na,7.25,74,0.0,1,69
working,41,other,masters,manager,75665.96,11496.67,96707.9,103329.82,61340.22,110268.91,on-time,on-time,on-time,,,,,79
working,22,other,bachelors,manager,94061.94,62080.03,83090.07,63695.36,21130.58,67186.99,on-time,on-time,on-time,,,,,88
student,24,female,bachelors,student,979.9,0.0,2224.36,1071.5,3347.64,880.88,na,na,on-time,7.5,89,0.0,0,69
student,20,male,high-school,student,0.0,0.0,0.0,4014.38,0.0,2402.73,on-time,late,na,7.97,82,0.0,0,65
student,30,male,other,student,2140.83,0.0,0.0,0.0,866.92,2094.36,on-time,late,na,5.54,51,0.0,0,36
working,51,other,masters,manager,90802.68,94117.96,45154.5,86836.87,55544.56,17134.13,on-time,on-time,on-time,,,,,86
working,22,female,bachelors,teacher,40422.28,47953.03,76733.35,95641.78,47110.62,102911.85,on-time,on-time,on-time,,,,,73
student,27,other,high-school,student,1835.05,0.0,0.0,205.06,213.66,3423.04,na,na,on-time,9.38,88,0.0,0,75
student,20,female,high-school,student,1723.61,0.0,0.0,0.0,0.0,0.0,na,na,na,5.54,84,0.0,0,64
student,21,female,bachelors,student,0.0,0.0,2483.63,1437.13,0.0,0.0,late,late,late,6.51,86,0.0,0,72
working,22,female,bachelors,teacher,26327.04,35656.32,79545.61,112819.75,13161.76,79640.31,on-time,late,on-time,,,,,67
student,23,male,bachelors,student,0.0,3643.83,0.0,0.0,0.0,0.0,late,na,late,6.05,62,0.0,0,65
working,48,male,masters,software engineer,102920.57,66263.8,29084.09,101648.04,118765.94,92286.77,on-time,on-time,on-time,,,,,76
student,24,male,bachelors,student,0.0,3421.16,0.0,207.49,3051.89,3946.16,na,late,na,9.12,42,0.0,0,71
working,46,other,phd,analyst,85807.16,64773.09,114982.54,115397.86,66771.23,108112.35,on-time,on-time,on-time,,,,,89
student,24,other,bachelors,student,480.38,0.0,0.0,4124.21,0.0,332.28,on-time,late,late,8.98,83,0.0,0,79
working,35,other,bachelors,analyst,90949.17,116441.62,106452.95,49276.44,37100.14,104245.51,on-time,on-time,on-time,,,,,83
student,18,male,other,student,0.0,3603.92,0.0,4884.47,0.0,0.0,na,on-time,na,6.73,81,94063.88,0,63
student,23,female,bachelors,student,0.0,0.0,0.0,2158.59,4855.19,1155.9,on-time,on-time,on-time,8.48,54,140610.21,1,73
student,21,other,other,student,0.0,0.0,0.0,0.0,0.0,2814.15,late,late,na,9.79,57,0.0,0,71
student,22,female,high-school,student,1630.87,3314.53,662.17,0.0,4926.88,0.0,on-time,late,on-time,9.36,86,0.0,0,78
student,28,female,bachelors,student,4100.79,0.0,0.0,3639.89,0.0,0.0,na,late,na,8.03,46,0.0,0,64
student,24,other,bachelors,student,0.0,2798.3,1519.61,0.0,4471.02,1101.81,late,on-time,late,5.97,95,0.0,0,66
working,47,male,phd,sales,33876.32,109670.34,10486.13,43292.05,32835.86,112074.11,late,on-time,on-time,,,,,67
student,26,male,bachelors,student,0.0,3377.87,4939.83,0.0,0.0,3717.49,late,na,na,9.35,44,85539.94,0,82
student,17,female,bachelors,student,0.0,0.0,0.0,3452.9,1925.51,806.8,on-time,late,on-time,5.14,71,61483.75,0,55
student,20,male,high-school,student,3697.49,0.0,4147.18,0.0,0.0,0.0,on-time,na,on-time,7.72,74,0.0,0,70
working,54,female,masters,analyst,66445.46,63934.97,38700.22,60675.32,38429.34,100402.44,on-time,on-time,on-time,,,,,82
student,27,male,bachelors,student,0.0,0.0,2385.75,0.0,4203.79,1241.9,late,na,na,6.23,95,0.0,0,68
working,26,female,phd,clerk,14507.55,70926.41,23294.7,15394.02,69654.11,86944.44,on-time,na,late,,,,,65
working,49,female,bachelors,clerk,72020.66,86476.31,33800.33,105340.65,20661.73,46493.19,on-time,late,on-time,,,,,66
student,23,male,bachelors,student,0.0,0.0,1951.23,487.65,0.0,0.0,on-time,na,on-time,7.54,52,0.0,0,68
working,54,other,phd,manager,96477.41,118003.7,71386.22,80637.31,31927.25,110523.74,on-time,on-time,on-time,,,,,84
working,28,female,bachelors,manager,117857.46,98962.32,77244.49,52218.56,45205.87,66882.0,on-time,on-time,on-time,,,,,81
working,32,male,other,technician,58674.15,61681.34,102087.31,110098.81,17874.44,17772.84,on-time,late,on-time,,,,,64
working,52,male,bachelors,technician,81427.47,50336.99,18269.91,25140.83,15466.99,80908.86,late,on-time,on-time,,,,,64
working,39,female,masters,manager,16499.26,17661.39,53926.62,33249.32,13147.55,87111.0,on-time,on-time,on-time,,,,,85
student,24,female,bachelors,student,0.0,4720.78,0.0,0.0,3347.51,597.94,late,late,na,9.17,66,0.0,0,87
student,21,female,bachelors,student,0.0,3346.49,390.5,2084.56,0.0,652.84,na,late,late,6.95,74,55292.32,0,71
working,43,female,bachelors,teacher,15275.59,21676.64,30889.65,114199.41,86943.13,91702.78,on-time,on-time,on-time,,,,,85
working,23,male,other,analyst,76070.79,58046.09,119153.48,14496.78,16878.22,35095.83,on-time,on-time,on-time,,,,,74
student,20,other,bachelors,student,0.0,0.0,0.0,0.0,2045.73,4699.87,late,na,na,8.86,48,0.0,0,68
working,53,female,masters,analyst,79523.2,60925.36,37399.83,44681.46,102588.11,42000.36,on-time,on-time,on-time,,,,,78
working,30,male,other,analyst,94964.79,48244.87,95148.17,50931.61,25868.63,32619.79,late,on-time,na,,,,,54
student,21,other,bachelors,student,0.0,0.0,0.0,355.36,769.45,0.0,on-time,late,na,9.66,80,0.0,0,88
student,24,female,bachelors,student,3704.77,313.28,0.0,0.0,0.0,0.0,na,late,late,5.29,95,122808.0,0,72
working,55,other,masters,software engineer,43164.44,91269.98,112649.0,28577.74,51885.28,97777.22,on-time,on-time,late,,,,,81
working,54,male,high-school,clerk,14945.17,50151.79,71500.25,106540.07,102199.98,67780.95,on-time,on-time,on-time,,,,,83
working,50,female,high-school,clerk,52390.23,62786.69,33182.15,95634.68,77003.27,69374.17,on-time,on-time,on-time,,,,,78
working,55,female,bachelors,technician,10865.98,53068.03,56067.75,19058.46,119819.59,96363.94,on-time,on-time,on-time,,,,,75
working,43,other,masters,clerk,26687.1,47605.17,25707.56,93006.74,63417.43,53258.89,late,on-time,on-time,,,,,65
student,22,male,masters,student,0.0,0.0,0.0,0.0,0.0,2965.33,na,on-time,on-time,6.95,77,0.0,0,70
working,27,other,bachelors,manager,116784.65,117057.54,63525.53,102455.0,82295.76,106139.31,on-time,on-time,late,,,,,68
student,21,other,bachelors,student,1777.81,0.0,2534.03,736.44,0.0,0.0,late,late,na,6.61,41,0.0,0,67
working,26,male,bachelors,analyst,113610.8,60888.36,114919.6,47597.37,104957.41,109009.35,on-time,on-time,on-time,,,,,78
student,19,male,high-school,student,0.0,0.0,713.12,0.0,4921.38,751.73,na,late,na,5.99,43,0.0,1,61
working,39,female,masters,sales,98765.99,87802.56,119556.1,33462.29,78307.84,43762.07,on-time,on-time,on-time,,,,,78
student,17,female,high-school,student,2051.41,0.0,3274.84,0.0,2794.64,0.0,na,na,late,5.7,60,0.0,0,59
working,29,female,bachelors,analyst,33892.72,113177.82,31616.33,32033.14,64114.16,48351.07,on-time,on-time,on-time,,,,,92
working,29,female,masters,sales,119959.57,57472.18,41265.95,96074.29,69071.5,75815.77,on-time,on-time,on-time,,,,,85
student,28,male,bachelors,student,2358.38,3795.82,0.0,54.74,0.0,4429.31,on-time,na,late,6.67,83,0.0,0,68
working,25,male,bachelors,teacher,80242.74,104281.63,22195.82,61134.67,35770.34,28665.09,on-time,late,on-time,,,,,61
working,27,female,bachelors,clerk,98647.26,56386.36,90252.53,40305.74,15162.75,28993.13,on-time,on-time,late,,,,,65
working,59,female,masters,analyst,65550.42,58573.48,31891.74,113877.46,63265.37,60089.04,late,on-time,on-time,,,,,69
student,20,other,bachelors,student,0.0,0.0,0.0,3632.32,0.0,0.0,on-time,on-time,na,8.72,62,29490.07,0,71
student,28,other,bachelors,student,0.0,3021.89,0.0,0.0,1532.72,0.0,na,na,on-time,5.49,72,41065.67,0,62
student,21,female,high-school,student,0.0,0.0,3612.1,0.0,0.0,0.0,on-time,late,na,7.33,83,111988.5,0,70
student,19,other,masters,student,3121.17,0.0,4682.45,0.0,0.0,0.0,late,late,on-time,7.49,89,0.0,0,79
working,58,other,bachelors,manager,63829.42,32546.27,81873.4,17187.16,118828.73,118540.34,on-time,on-time,on-time,,,,,76
student,22,other,bachelors,student,0.0,3274.47,0.0,0.0,0.0,0.0,late,na,late,6.62,73,70657.75,0,70
student,21,female,bachelors,student,0.0,51.56,3838.77,4086.46,0.0,863.23,late,na,na,6.91,84,0.0,1,79
working,51,male,bachelors,technician,105245.53,106731.19,85758.06,55819.16,14030.58,49647.43,late,on-time,on-time,,,,,69
working,58,female,bachelors,sales,98072.26,100237.95,78838.0,45493.63,22567.85,82611.01,on-time,on-time,on-time,,,,,85
student,22,other,bachelors,student,0.0,126.44,0.0,0.0,0.0,1025.24,na,on-time,late,6.45,52,0.0,0,60
working,29,female,masters,teacher,44099.56,35140.84,108063.84,62608.55,61092.89,105037.83,on-time,on-time,late,,,,,66
working,24,other,high-school,software engineer,108635.4,53652.54,116258.67,19353.9,36255.25,57234.9,on-time,on-time,on-time,,,,,81
working,59,male,bachelors,sales,58484.13,101809.18,103585.8,71808.14,19284.05,110960.52,on-time,on-time,on-time,,,,,82
student,20,female,bachelors,student,0.0,0.0,0.0,0.0,0.0,0.0,on-time,on-time,na,9.65,82,0.0,0,76
student,23,female,bachelors,student,1439.96,0.0,758.21,0.0,0.0,0.0,on-time,on-time,na,8.13,66,0.0,0,84
student,30,male,bachelors,student,0.0,2983.84,0.0,3770.26,0.0,4352.05,on-time,late,on-time,8.01,64,0.0,0,69
working,37,other,bachelors,technician,25906.64,88188.13,64199.46,34781.12,74617.91,18471.34,late,na,on-time,,,,,61
working,58,female,bachelors,teacher,62032.29,12359.03,105446.52,110439.9,59769.2,82698.42,on-time,on-time,on-time,,,,,82
working,44,female,masters,clerk,115114.61,14396.63,23152.63,112909.24,90602.79,98809.37,on-time,on-time,on-time,,,,,74
working,56,male,bachelors,analyst,31923.62,109606.81,32136.56,85201.8,64900.4,40588.37,on-time,on-time,on-time,,,,,86
student,26,female,masters,student,2724.87,2821.63,0.0,866.37,0.0,2879.16,late,on-time,na,9.84,84,0.0,0,92
working,31,other,bachelors,teacher,98295.59,96684.56,99848.6,35468.7,96703.68,72328.53,on-time,on-time,on-time,,,,,81
student,30,male,bachelors,student,2668.31,0.0,3817.82,0.0,0.0,0.0,late,late,na,5.72,72,66502.13,0,61
working,36,male,bachelors,software engineer,55553.88,45450.29,42570.68,41784.37,23321.82,38308.3,on-time,na,on-time,,,,,74
student,26,other,bachelors,student,0.0,0.0,0.0,3447.23,3566.91,0.0,on-time,na,na,8.65,46,0.0,0,68
working,28,male,masters,manager,18523.17,118325.3,22314.26,101151.84,76978.1,27415.54,on-time,on-time,late,,,,,71
student,24,male,bachelors,student,3779.29,1332.33,0.0,3125.55,0.0,1650.68,late,late,late,6.51,59,121569.25,0,55
working,48,other,bachelors,manager,115878.89,115287.64,100083.51,45061.35,99164.28,108024.56,on-time,on-time,on-time,,,,,83
working,37,male,bachelors,clerk,71757.03,76665.6,19174.48,19758.42,106573.55,109492.94,late,on-time,late,,,,,51
student,27,male,bachelors,student,2840.97,3703.04,3519.31,0.0,2247.68,0.0,na,na,on-time,5.35,53,132488.15,0,63
working,53,other,bachelors,technician,112999.43,33773.96,32654.85,42696.98,75438.92,63791.64,on-time,on-time,on-time,,,,,75
student,21,female,bachelors,student,0.0,3676.93,3390.28,3560.85,1002.56,790.78,na,on-time,on-time,6.29,56,0.0,0,69
student,23,male,bachelors,student,0.0,0.0,0.0,2175.14,0.0,0.0,on-time,late,on-time,9.92,61,0.0,0,82
working,23,male,masters,technician,95393.15,97505.75,75283.12,105650.9,93777.99,92479.42,on-time,on-time,on-time,,,,,91
student,25,male,other,student,0.0,0.0,0.0,1515.1,623.52,0.0,on-time,na,late,7.2,42,0.0,0,65
student,17,male,other,student,0.0,1502.96,1627.21,0.0,4707.9,0.0,on-time,on-time,na,5.58,49,97615.6,0,59
working,41,female,bachelors,manager,95464.25,60675.58,11715.24,39951.64,65094.9,68132.78,on-time,late,late,,,,,61
working,51,other,bachelors,manager,95704.74,28141.4,41477.13,14765.86,88418.05,62783.42,on-time,on-time,on-time,,,,,83
working,52,female,bachelors,manager,50397.57,77065.6,34920.0,97035.25,46727.28,11442.23,on-time,late,on-time,,,,,58
working,28,female,masters,software engineer,87210.06,24021.43,68994.54,99081.51,58788.85,80922.76,on-time,late,on-time,,,,,67
student,30,female,other,student,3553.03,0.0,0.0,2726.27,0.0,0.0,on-time,on-time,on-time,6.07,83,0.0,0,64
working,26,male,masters,analyst,46777.54,102542.65,75708.03,50939.47,71215.3,76201.71,on-time,on-time,on-time,,,,,92
student,28,other,masters,student,451.67,0.0,11.19,1787.02,0.0,0.0,on-time,na,late,6.38,78,6861.38,0,71
student,24,male,bachelors,student,0.0,0.0,0.0,0.0,0.0,0.0,na,late,na,7.67,65,48315.69,0,75
working,22,male,bachelors,sales,60179.42,11288.93,94822.94,95246.83,79630.1,112006.5,on-time,on-time,on-time,,,,,84
student,25,male,other,student,2897.21,0.0,274.11,2565.13,0.0,0.0,on-time,on-time,on-time,5.2,49,0.0,0,49
student,28,male,bachelors,student,0.0,0.0,0.0,0.0,0.0,4126.34,na,on-time,on-time,7.75,69,0.0,0,63
student,24,male,bachelors,student,0.0,0.0,1367.44,0.0,0.0,0.0,na,na,on-time,5.23,42,0.0,0,54
student,25,other,masters,student,4217.54,2508.96,0.0,0.0,780.92,0.0,on-time,on-time,late,6.47,80,0.0,0,80
student,30,female,bachelors,student,595.79,0.0,3370.37,0.0,0.0,420.23,na,on-time,on-time,6.8,82,0.0,0,75
